1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0,2,0,0,1,0,0,0,4,6,0,2,0,0,0,0,0,9,6,2,0,0,3,0,0,1,0,3,0,18,0,14,0,0,0,0,8,0,2,0,0,0,0,2,0,0,0,4,0,0,25,0,2,0,0,14,0,0,0,0,0,6,0,0,0,5,0,4,5,0,0,0,8,1,0,1,0,0,0,0,0
0,0,6,2,0,1,0,1,19,0,4,0,3,1,0,0,8,4,2,0,0,2,0,0,0,0,0,2,0,0,5,2,0,0,0,3,0,0,0,6,2,0,0,0,22,0,1,0,2,0,0,10,4,2,0,0,4,0,1,0,3,0,4,1,1,1,8,1,0,0,1,4,0,0,1,4,1,1,1,4,4
0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,10,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,15,0,0,0,0,30,0,0,0,3,0,10,0,3,0
2,0,1,0,0,0,0,0,0,0,2,0,15,2,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,15,0,0,0,7,1,0,0,0,3,0,3,0,2,0,0,15,1,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,1,0,15,1,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,7,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,0,1,2,0,20,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,5,1,1,0,0,29,0,3,0,0,5,0,4,0,1,14,0,0,0,0,0,2,3,0,0,0,0,0,0,9,0,0,4,0,4,0,2,0,0,6,6,0,0
0,0,0,0,0,5,0,0,4,0,2,0,3,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,1,0,5,0,0,0,0,5,0,1,0,1,9,0,0,0,0,6,7,1,0,0,6,0,0,1,1,2,0,0,0,1,0,1,0,8,0
0,0,0,0,0,0,1,1,0,5,1,7,0,0,1,0,0,3,1,0,0,1,5,2,2,4,1,1,0,3,0,20,1,0,2,0,7,4,1,0,2,0,0,1,1,0,0,3,0,0,5,0,2,1,0,4,0,0,0,5,3,1,0,0,0,4,0,0,4,1,0,0,2,4,0,0,0,0,1,0,0
0,2,0,0,20,0,4,0,0,0,0,52,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,8,0,0,0,3,0,0,4,0,1,4,3,0,0,0,0,0,0,1,0,20,0,0,2,0,2,0,0,0,0,4,0,4,2,0,0,0,0,0,0,4,0,0,0,0,12,3,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,13,1,0,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,8,0,0,0,0,5,3,4,0,3,0,0,17,0,0,3,0,0,0,1,0,0,4,3,17,0,4,1,0,0,0,0,3,0,0,0,1,5,0,3,0,1
0,0,2,1,0,0,0,0,30,0,5,0,0,3,0,0,1,2,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,2,20,0,3,0,3,0,0,0,0,0,0,0,0,4,0,20,0,0,2
0,4,0,4,12,8,8,0,0,3,0,20,0,0,2,0,0,0,100,0,0,0,0,2,6,10,20,30,5,3,0,10,0,15,0,0,0,15,40,0,0,0,5,0,0,10,0,20,3,0,4,0,6,0,0,2,5,5,0,25,15,3,3,0,0,8,0,10,50,2,0,0,0,10,0,0,2,3,8,0,0
0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,3,0,0,30,0,1,21,0,0,0,0,1,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,1,0,1,0,1,0,3,3,0,1,0,0,0,2,4,0,0,10,2,0,0,0,0,0,0,2,2,30,1,1,0,0,1,0,0,0,1,1,0,0,0,8,0,1,0,0,2,0,3,2,0,0,0,2,0,2,0,0,2,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,10,0
3,0,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,5,1,0,2,0,0,0,0,2,1,2,5,0,0,2,4,0,0,2,7,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,3,1,0,0,0,0,0,3,0,2,0,0,1,2,0,3,0,1,0,1,0,0,0,5,0,0,2,0,0,0,0,0,19,0,0,0,3,2,0,3,0,0
0,0,0,8,0,0,1,0,3,0,3,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,8,1,0,0,0,2,0,12,0,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,1,0,3,0,2,0
4,0,2,2,0,2,0,2,4,0,1,0,0,1,3,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,7,1,3,0,0,0,2,0,0,2,0,0,1,1,5,0,4,0,0,0,0,0,3,7,0,0,15,3,0,0,0,4,2,0,2,1,8,1,0,0,0,1,0,0,0,10,0,1,4,0,1
2,0,0,2,0,0,0,0,25,0,1,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
